BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478761,AMEREN MISSOURI,11/22/2016,12/26/2016,UTILITIES,235.82,2016,AMEREN MISSOURI
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0480895,MUNICIPAL UTILITIES,11/17/2016,12/28/2016,UTILITIES,130.54,2016,MUNICIPAL UTILITIES
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0483429,CHARTER COMMUNICATIONS,2/1/2016,2/28/2016,UTILITIES,214.63,2016,CHARTER COMMUNICATIONS
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0476342,BOHL ERIC,8/8/2016,9/7/2016,UTILITIES,121.61,2016,BOHL ERIC
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0476342,BOHL ERIC,9/8/2016,11/7/2016,UTILITIES,143.22,2016,BOHL ERIC
S001200,HON. DARREN SOTO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0486805,TOHO WATER AUTHORITY,1/3/2017,1/27/2017,UTILITIES,197.44,2017,TOHO WATER AUTHORITY
S001175,HON. JACKIE SPEIER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST CALIFORN CS 1X,1/3/2017,1/28/2017,UTILITIES,361.62,2017,CITI PCARD-COMCAST CALIFORN CS 1X
S001175,HON. JACKIE SPEIER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/3/2017,AP,E0472693,COMCAST,12/16/2016,1/15/2017,UTILITIES,716.01,2017,COMCAST
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0484510,TIME WARNER CABLE,1/15/2017,2/14/2017,UTILITIES,157.26,2017,TIME WARNER CABLE
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0491736,TIME WARNER CABLE,2/15/2017,3/14/2017,UTILITIES,157.27,2017,TIME WARNER CABLE
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0469880,TIME WARNER CABLE,12/4/2016,1/2/2017,UTILITIES,161.41,2017,TIME WARNER CABLE
S001201,HON. THOMAS R SUOZZI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0488118,SUNNY POND FARM LLC,1/3/2017,1/20/2017,UTILITIES,161.33,2017,SUNNY POND FARM LLC
S001201,HON. THOMAS R SUOZZI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491579,OPTIMUM,2/8/2017,3/7/2017,UTILITIES,206.97,2017,OPTIMUM
S001201,HON. THOMAS R SUOZZI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491580,OPTIMUM,1/8/2017,2/7/2017,UTILITIES,233.96,2017,OPTIMUM
S001201,HON. THOMAS R SUOZZI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0498738,SUNNY POND FARM LLC,1/25/2017,2/21/2017,UTILITIES,209.69,2017,SUNNY POND FARM LLC
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-ATT BILL PAYMENT,1/3/2017,1/28/2017,UTILITIES,280.97,2017,CITI PCARD-ATT BILL PAYMENT
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-ATT BILL PAYMENT,1/29/2017,2/28/2017,UTILITIES,268.76,2017,CITI PCARD-ATT BILL PAYMENT
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST CALIFORNIA,11/29/2016,12/28/2016,UTILITIES,379.51,2016,CITI PCARD-COMCAST CALIFORNIA
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST CALIFORNIA,12/29/2016,1/2/2017,UTILITIES,228.24,2017,CITI PCARD-COMCAST CALIFORNIA
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0480159,CHARTER COMMUNICATIONS,1/9/2017,2/8/2017,UTILITIES,115.57,2017,CHARTER COMMUNICATIONS
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/15/2017,AP,E0488144,CHARTER COMMUNICATIONS,2/9/2017,3/8/2017,UTILITIES,113.87,2017,CHARTER COMMUNICATIONS
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0497581,CHARTER COMMUNICATIONS,3/9/2017,4/8/2017,UTILITIES,113.91,2017,CHARTER COMMUNICATIONS
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0478054,CABLE ONE INC,12/16/2016,1/15/2017,UTILITIES,120.45,2017,CABLE ONE INC
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0478045,CABLE ONE INC,1/1/2017,1/31/2017,UTILITIES,108.51,2017,CABLE ONE INC
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0478049,COMCAST,1/1/2017,1/31/2017,UTILITIES,221.57,2017,COMCAST
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/31/2017,AP,E0481544,CABLE ONE INC,1/16/2017,2/15/2017,UTILITIES,129.36,2017,CABLE ONE INC
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0483819,ENTERGY,12/19/2016,1/21/2017,UTILITIES,375.79,2017,ENTERGY
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,E0488402,ENTERGY,12/31/2016,1/31/2017,UTILITIES,232.19,2017,ENTERGY
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/28/2017,AP,E0490624,CABLE ONE INC,2/1/2017,2/28/2017,UTILITIES,117.8,2017,CABLE ONE INC
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0492294,CABLE ONE INC,2/16/2017,3/15/2017,UTILITIES,120.45,2017,CABLE ONE INC
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0496083,ENTERGY,1/22/2017,2/17/2017,UTILITIES,326.64,2017,ENTERGY
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0497506,COMCAST,3/1/2017,3/31/2017,UTILITIES,221.3,2017,COMCAST
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0497484,CABLE ONE INC,3/1/2017,3/31/2017,UTILITIES,108.51,2017,CABLE ONE INC
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0480518,ENTERGY,11/30/2016,12/30/2016,UTILITIES,218.48,2016,ENTERGY
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0478201,ENTERGY,11/16/2016,12/19/2016,UTILITIES,387.59,2016,ENTERGY
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0480547,COMCAST,1/7/2017,2/6/2017,UTILITIES,391.65,2017,COMCAST
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904153,COMCAST,2/7/2017,3/6/2017,UTILITIES,391.65,2017,COMCAST
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST CALIFORNIA,1/3/2017,1/28/2017,UTILITIES,111.14,2017,CITI PCARD-COMCAST CALIFORNIA
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST CALIFORNIA,1/29/2017,2/28/2017,UTILITIES,111.1,2017,CITI PCARD-COMCAST CALIFORNIA
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST CALIFORNIA,11/29/2016,12/28/2016,UTILITIES,111.14,2016,CITI PCARD-COMCAST CALIFORNIA
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477997,TIME WARNER CABLE,1/2/2017,2/1/2017,UTILITIES,804.79,2017,TIME WARNER CABLE
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0478001,SUDDENLINK,1/1/2017,1/31/2017,UTILITIES,321.84,2017,SUDDENLINK
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0483208,TIME WARNER CABLE,2/2/2017,3/1/2017,UTILITIES,745.33,2017,TIME WARNER CABLE
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0488463,SUDDENLINK,2/1/2017,2/28/2017,UTILITIES,321.84,2017,SUDDENLINK
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0496326,SUDDENLINK,3/1/2017,3/31/2017,UTILITIES,321.84,2017,SUDDENLINK
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0496339,TIME WARNER CABLE,3/2/2017,4/1/2017,UTILITIES,745.33,2017,TIME WARNER CABLE
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0476958,COMCAST,12/14/2016,1/13/2017,UTILITIES,422.67,2017,COMCAST
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0482129,COMCAST,1/14/2017,2/13/2017,UTILITIES,422.4,2017,COMCAST
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0495899,COMCAST,2/14/2017,3/13/2017,UTILITIES,412.9,2017,COMCAST
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,AP,E0481455,COX COMMUNICATIONS,1/10/2017,2/9/2017,UTILITIES,950.69,2017,COX COMMUNICATIONS
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0493808,COX COMMUNICATIONS,2/10/2017,3/9/2017,UTILITIES,940.8,2017,COX COMMUNICATIONS
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0498849,COX COMMUNICATIONS,3/10/2017,4/9/2017,UTILITIES,947.62,2017,COX COMMUNICATIONS
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,897104,TIME WARNER CABLE,12/12/2016,12/11/2017,UTILITIES,931.65,2017,TIME WARNER CABLE
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/8/2017,AP,901955,NATIONAL GRID,1/25/2017,1/25/2017,UTILITIES,465,2017,NATIONAL GRID
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,906890,NATIONAL GRID,12/15/2016,1/12/2017,UTILITIES,225,2017,NATIONAL GRID
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,906892,NATIONAL GRID,1/12/2017,2/10/2017,UTILITIES,241.06,2017,NATIONAL GRID
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0483746,COMCAST,12/14/2016,1/13/2017,UTILITIES,618.93,2017,COMCAST
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0483747,COMCAST,1/14/2017,2/13/2017,UTILITIES,301.37,2017,COMCAST
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494358,COMCAST,2/14/2017,3/13/2017,UTILITIES,335.57,2017,COMCAST
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0489691,MS PLAZA LLC,11/1/2016,12/5/2016,UTILITIES,168.45,2016,MS PLAZA LLC
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0477736,COMCAST,1/8/2017,2/7/2017,UTILITIES,728.02,2017,COMCAST
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0487095,COMCAST,2/8/2017,3/7/2017,UTILITIES,728.02,2017,COMCAST
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0496388,COMCAST,3/8/2017,4/7/2017,UTILITIES,728.02,2017,COMCAST
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478204,DIRECTV,1/4/2017,2/3/2017,UTILITIES,104.78,2017,DIRECTV
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0477889,COMCAST,1/6/2017,2/5/2017,UTILITIES,284.01,2017,COMCAST
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0481551,INDIANA MICHIGAN POWER,12/9/2016,1/12/2017,UTILITIES,151.96,2017,INDIANA MICHIGAN POWER
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0481555,MICHIGAN GAS UTILITIES CORPORATION,12/9/2016,1/11/2017,UTILITIES,104.73,2017,MICHIGAN GAS UTILITIES CORPORATION
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0481558,CHARTER COMMUNICATIONS,1/17/2017,2/16/2017,UTILITIES,209.61,2017,CHARTER COMMUNICATIONS
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/16/2017,AP,E0486056,COMCAST,2/6/2017,3/5/2017,UTILITIES,284.01,2017,COMCAST
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0488218,CHARTER COMMUNICATIONS,2/17/2017,3/16/2017,UTILITIES,209.61,2017,CHARTER COMMUNICATIONS
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0489919,INDIANA MICHIGAN POWER,1/12/2017,2/10/2017,UTILITIES,161.53,2017,INDIANA MICHIGAN POWER
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/17/2017,AP,E0495696,COMCAST,3/6/2017,4/5/2017,UTILITIES,284.01,2017,COMCAST
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0498143,INDIANA MICHIGAN POWER,2/10/2017,3/10/2017,UTILITIES,132.4,2017,INDIANA MICHIGAN POWER
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0498144,CHARTER COMMUNICATIONS,3/17/2017,4/16/2017,UTILITIES,209.81,2017,CHARTER COMMUNICATIONS
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0471451,INDIANA MICHIGAN POWER,11/8/2016,12/9/2016,UTILITIES,163.9,2016,INDIANA MICHIGAN POWER
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0473859,COMCAST,12/6/2016,1/2/2017,UTILITIES,189.43,2017,COMCAST
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0473860,CHARTER COMMUNICATIONS,12/17/2016,1/2/2017,UTILITIES,115.01,2017,CHARTER COMMUNICATIONS
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0478594,1890 ARTESIA LLC,1/1/2017,1/30/2017,UTILITIES,172.42,2017,1890 ARTESIA LLC
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0479015,COMCAST,1/7/2016,2/6/2017,UTILITIES,339.52,2017,COMCAST
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0488267,1890 ARTESIA LLC,1/5/2017,1/31/2017,UTILITIES,216.5,2017,1890 ARTESIA LLC
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0488269,COMCAST,2/7/2017,3/6/2017,UTILITIES,339.52,2017,COMCAST
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/15/2017,AP,E0496007,1890 ARTESIA LLC,3/1/2017,3/31/2017,UTILITIES,195,2017,1890 ARTESIA LLC
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST CALIFORN,1/29/2017,2/28/2017,UTILITIES,793.03,2017,CITI PCARD-COMCAST CALIFORN
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0501003,COMCAST,3/7/2016,4/6/2017,UTILITIES,339.52,2017,COMCAST
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-BRIGHT HOUSE NETWORKS,11/29/2016,12/28/2016,UTILITIES,214.11,2016,CITI PCARD-BRIGHT HOUSE NETWORKS
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST CALIFORN,11/29/2016,12/28/2016,UTILITIES,335.23,2016,CITI PCARD-COMCAST CALIFORN
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST CALIFORN CS 1X,12/29/2016,1/2/2017,UTILITIES,389.1,2017,CITI PCARD-COMCAST CALIFORN CS 1X
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477355,TIME WARNER CABLE,1/3/2017,1/18/2017,UTILITIES,146.01,2017,TIME WARNER CABLE
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0480393,TIME WARNER CABLE,1/19/2017,2/18/2017,UTILITIES,282.9,2017,TIME WARNER CABLE
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0480406,SAN DIEGO GAS & ELECTRIC,12/6/2016,1/8/2017,UTILITIES,208,2017,SAN DIEGO GAS & ELECTRIC
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/16/2017,AP,E0488281,SAN DIEGO GAS & ELECTRIC,1/8/2017,2/6/2017,UTILITIES,206.86,2017,SAN DIEGO GAS & ELECTRIC
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0489176,TIME WARNER CABLE,2/19/2017,3/18/2017,UTILITIES,282.9,2017,TIME WARNER CABLE
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0498039,SAN DIEGO GAS & ELECTRIC,2/6/2017,3/8/2017,UTILITIES,197.77,2017,SAN DIEGO GAS & ELECTRIC
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0498040,TIME WARNER CABLE,3/19/2017,4/18/2017,UTILITIES,282.9,2017,TIME WARNER CABLE
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477356,TIME WARNER CABLE,12/19/2016,1/2/2017,UTILITIES,136.89,2017,TIME WARNER CABLE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0481392,TIME WARNER CABLE,1/17/2017,2/16/2017,UTILITIES,384.19,2017,TIME WARNER CABLE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484481,PERKINS DEBRA,12/17/2016,1/16/2017,UTILITIES,384.19,2017,PERKINS DEBRA
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/22/2017,AP,E0490994,TIME WARNER CABLE,2/17/2017,3/16/2017,UTILITIES,384.19,2017,TIME WARNER CABLE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,AP,E0481398,PERKINS DEBRA,11/17/2016,12/16/2016,UTILITIES,384.19,2016,PERKINS DEBRA
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0478858,TIME WARNER CABLE,12/20/2016,1/19/2017,UTILITIES,457.94,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0478859,TIME WARNER CABLE,1/5/2017,2/4/2017,UTILITIES,442.88,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0478860,TIME WARNER CABLE,1/5/2017,2/4/2017,UTILITIES,333.01,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0484333,TIME WARNER CABLE,12/5/2016,1/4/2017,UTILITIES,435.81,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0486615,TIME WARNER CABLE,2/5/2017,3/4/2017,UTILITIES,332.31,2017,TIME WARNER CABLE
